department,semester,code,subject,type,expected_lesson_file
Polymer Technology,Semester 5,5093A,Injection Mould Design,Theory,lessons/lessons-5093A.html
Polymer Technology,Semester 5,5093B,Speciality Polymers,Theory,lessons/lessons-5093B.html
Polymer Technology,Semester 5,5093C,Chemical Engineering,Theory,lessons/lessons-5093C.html
Polymer Technology,Semester 6,6091A,Plastic Products,Theory,lessons/lessons-6091A.html
Polymer Technology,Semester 6,6091B,Fibres and Composites,Theory,lessons/lessons-6091B.html
Polymer Technology,Semester 6,6091C,Polymer Physics,Theory,lessons/lessons-6091C.html
Polymer Technology,Semester 6,6092A,Adhesives,Theory,lessons/lessons-6092A.html
Polymer Technology,Semester 6,6092B,Product Design and Development,Theory,lessons/lessons-6092B.html
Polymer Technology,Semester 6,6092C,Paints & surface coating,Theory,lessons/lessons-6092C.html
Polymer Technology,Semester 6,6092D,Process Control & Measuring Devices,Theory,lessons/lessons-6092D.html
Printing Technology,Semester 2,2101,Basics of Printing Processes,Theory,lessons/lessons-2101.html
Printing Technology,Semester 3,3101,Print Design,Theory,lessons/lessons-3101.html
Printing Technology,Semester 3,3102,Materials for Printing and Packaging,Theory,lessons/lessons-3102.html
Printing Technology,Semester 3,3103,Mechanism of Printing Machines-I,Theory,lessons/lessons-3103.html
Printing Technology,Semester 3,3104,Fundamentals of Color Reproduction,Theory,lessons/lessons-3104.html
Printing Technology,Semester 5,5101,Packaging Techniques,Theory,lessons/lessons-5101.html
Printing Technology,Semester 5,5102,Print Marketing Management,Theory,lessons/lessons-5102.html
Printing Technology,Semester 5,5103A,Advertising Techniques,Theory,lessons/lessons-5103A.html
Printing Technology,Semester 5,5103B,Maintenance Engineering & Quality Control,Theory,lessons/lessons-5103B.html
Printing Technology,Semester 5,5103C,Screen Printing,Theory,lessons/lessons-5103C.html
Printing Technology,Semester 6,6101A,Specialized Printing Applications,Theory,lessons/lessons-6101A.html
Printing Technology,Semester 6,6101B,Green Printing and Waste Management,Theory,lessons/lessons-6101B.html
Printing Technology,Semester 6,6101C,Present Printing Industry,Theory,lessons/lessons-6101C.html
Printing Technology,Semester 6,6102A,News Paper & Periodical Publishing Industry,Theory,lessons/lessons-6102A.html
Printing Technology,Semester 6,6102B,Advancement in Packaging,Theory,lessons/lessons-6102B.html
Printing Technology,Semester 6,6102C,Security Printing,Theory,lessons/lessons-6102C.html
Printing Technology,Semester 6,6102D,Disaster Management (PT),Theory,lessons/lessons-6102D.html
Renewable Energy,Semester 2,2291,Basic Electrical Engineering & Renewable Technology,Theory,lessons/lessons-2291.html
Renewable Energy,Semester 3,3033,Fundamentals of Electric Circuits,Theory,lessons/lessons-3033.html
Renewable Energy,Semester 3,3035,Mechanical Engineering,Theory,lessons/lessons-3035.html
Renewable Energy,Semester 3,3291,Analog & Optoelectronic Circuits,Theory,lessons/lessons-3291.html
Renewable Energy,Semester 3,3292,Electrical & Renewable Energy Measuring Systems,Theory,lessons/lessons-3292.html
Renewable Energy,Semester 3,3293,Renewable Energy Engineering I,Theory,lessons/lessons-3293.html
Renewable Energy,Semester 3,3299,Basic Renewable Wokshop Practice,Theory,lessons/lessons-3299.html
Renewable Energy,Semester 4,4291,Electrical System Design & Estimation,Theory,lessons/lessons-4291.html
Renewable Energy,Semester 4,4292,DC Machines & Transformers,Theory,lessons/lessons-4292.html
Renewable Energy,Semester 4,4293,Renewable Energy Engineering II,Theory,lessons/lessons-4293.html
Renewable Energy,Semester 4,4299,Energy Management & Audit,Theory,lessons/lessons-4299.html
Renewable Energy,Semester 5,5291,Induction & Synchronous Machines,Theory,lessons/lessons-5291.html
Renewable Energy,Semester 5,5292,Fundamentals of Power Electronics,Theory,lessons/lessons-5292.html
Renewable Energy,Semester 5,5293A,Control Systems,Theory,lessons/lessons-5293A.html
Renewable Energy,Semester 5,5293B,Electric Power Generation & Transmission,Theory,lessons/lessons-5293B.html
Renewable Energy,Semester 5,5293C,Digital Electronics & Microprocessor,Theory,lessons/lessons-5293C.html
Renewable Energy,Semester 6,6291A,Distributed Generation,Theory,lessons/lessons-6291A.html
Renewable Energy,Semester 6,6291B,Electric Power Distribution & Protection,Theory,lessons/lessons-6291B.html
Renewable Energy,Semester 6,6292A,Conventional & Non Conventional Energy Sources,Theory,lessons/lessons-6292A.html
Renewable Energy,Semester 6,6292B,Electrical Energy Conservation,Theory,lessons/lessons-6292B.html
Renewable Energy,Semester 6,6292C,Sustainable Engineering,Theory,lessons/lessons-6292C.html
Renewable Energy,Semester 6,6292D,Hybrid Electric Vehicles,Theory,lessons/lessons-6292D.html
Robotic Process Automation,Semester 2,2301,Introduction to Computation and Programming,Theory,lessons/lessons-2301.html
Robotic Process Automation,Semester 3,3133,Database Management Systems,Theory,lessons/lessons-3133.html
Robotic Process Automation,Semester 3,3301,Problem Solving using Python,Theory,lessons/lessons-3301.html
Robotic Process Automation,Semester 3,3302,Digital Design & Computer Architecture,Theory,lessons/lessons-3302.html
Robotic Process Automation,Semester 3,3303,Introduction to RPA,Theory,lessons/lessons-3303.html
Robotic Process Automation,Semester 3,3304,Introduction to Software Engineering,Theory,lessons/lessons-3304.html
Robotic Process Automation,Semester 4,4133,Data Structures,Theory,lessons/lessons-4133.html
Robotic Process Automation,Semester 4,4301,Web Scripting Languages,Theory,lessons/lessons-4301.html
Robotic Process Automation,Semester 4,4302,Advanced RPA,Theory,lessons/lessons-4302.html
Robotic Process Automation,Semester 4,4303,Software Testing,Theory,lessons/lessons-4303.html
Robotic Process Automation,Semester 5,5301,Introduction to Machine Learning,Theory,lessons/lessons-5301.html
Robotic Process Automation,Semester 5,5302,Data Mining,Theory,lessons/lessons-5302.html
Robotic Process Automation,Semester 5,5303A,Fundamentals of Digital Marketing,Theory,lessons/lessons-5303A.html
Robotic Process Automation,Semester 5,5303B,Non Relational Database Management System,Theory,lessons/lessons-5303B.html
Robotic Process Automation,Semester 5,5303C,Embedded and IoT System Design,Theory,lessons/lessons-5303C.html
Robotic Process Automation,Semester 6,6301A,Cyber Security,Theory,lessons/lessons-6301A.html
Robotic Process Automation,Semester 6,6301B,Cloud Computing Fundamentals,Theory,lessons/lessons-6301B.html
Robotic Process Automation,Semester 6,6301C,Artificial Intelligence,Theory,lessons/lessons-6301C.html
Robotic Process Automation,Semester 6,6302A,Introduction to Data Mining & Data Analytics,Theory,lessons/lessons-6302A.html
Robotic Process Automation,Semester 6,6302B,Introduction to Computing Problems,Theory,lessons/lessons-6302B.html
Robotic Process Automation,Semester 6,6302C,Robotic Process Automation Concepts,Theory,lessons/lessons-6302C.html
Robotic Process Automation,Semester 6,6302D,Introductory Concepts of Digital Marketing,Theory,lessons/lessons-6302D.html
Textile Technology,Semester 2,2061,Textile Fibres,Theory,lessons/lessons-2061.html
Textile Technology,Semester 3,3061,Fabric Manufacture I,Theory,lessons/lessons-3061.html
Textile Technology,Semester 3,3062,Textile Wet Processing,Theory,lessons/lessons-3062.html
Textile Technology,Semester 3,3063,Yarn Manufacture I,Theory,lessons/lessons-3063.html
Textile Technology,Semester 3,3064,Design & Structure of Fabrics,Theory,lessons/lessons-3064.html
Textile Technology,Semester 3,3065,Yarn Manufacture I Practical,Theory,lessons/lessons-3065.html
Textile Technology,Semester 3,3066,Fabric Manufacture I Practical,Theory,lessons/lessons-3066.html
Textile Technology,Semester 3,3067,Textile Wet Processing I Practical,Theory,lessons/lessons-3067.html
Textile Technology,Semester 4,4061,Yarn Manufacture II,Theory,lessons/lessons-4061.html
Textile Technology,Semester 4,4062,Fabric Manufacture II,Theory,lessons/lessons-4062.html
Textile Technology,Semester 4,4063,Textile Colouration and Finishing,Theory,lessons/lessons-4063.html
Textile Technology,Semester 4,4064,Man made Fibres and knitting,Theory,lessons/lessons-4064.html
Textile Technology,Semester 4,4067,Yarn Manufacture II Practical,Theory,lessons/lessons-4067.html
Textile Technology,Semester 4,4068,Fabric Manufacture II Practical,Theory,lessons/lessons-4068.html
Textile Technology,Semester 5,5061,Textile Testing,Theory,lessons/lessons-5061.html
Textile Technology,Semester 5,5062,Fashion Design and Apparel Manufacture,Theory,lessons/lessons-5062.html
Textile Technology,Semester 5,5063A,Non wovens & Technical Textiles,Theory,lessons/lessons-5063A.html
Textile Technology,Semester 5,5063B,Textile Machine Maintenance,Theory,lessons/lessons-5063B.html
Textile Technology,Semester 5,5063C,Long Staple Spinning Technology,Theory,lessons/lessons-5063C.html
Tool & Die Engineering,Semester 2,2111,Production Engineering I,Theory,lessons/lessons-2111.html
Tool & Die Engineering,Semester 3,3111,Moulds and Dies Technology,Theory,lessons/lessons-3111.html
Tool & Die Engineering,Semester 3,3112,Production Engineering II,Theory,lessons/lessons-3112.html
Tool & Die Engineering,Semester 3,3113,Tool Engineering Drawing,Drawing,lessons/lessons-3113.html
Tool & Die Engineering,Semester 4,4111,Fluid Mechanics and Heat Transfer,Theory,lessons/lessons-4111.html
Tool & Die Engineering,Semester 4,4112,Press Tool Technology,Theory,lessons/lessons-4112.html
Tool & Die Engineering,Semester 4,4113,Advanced Mould making,Theory,lessons/lessons-4113.html
Tool & Die Engineering,Semester 4,4117,Computer aided Moulds and Dies Drawing,Drawing,lessons/lessons-4117.html
Tool & Die Engineering,Semester 5,5111,Tool Design,Theory,lessons/lessons-5111.html
Tool & Die Engineering,Semester 5,5112A,"Jigs, Fixtures and Gauges",Theory,lessons/lessons-5112A.html
Tool & Die Engineering,Semester 5,5112B,Robotics and Automation,Theory,lessons/lessons-5112B.html
Tool & Die Engineering,Semester 5,5117,Computer Aided Press Tool Drawing,Drawing,lessons/lessons-5117.html
Tool & Die Engineering,Semester 6,6021A,Mechatronics,Theory,lessons/lessons-6021A.html
Tool & Die Engineering,Semester 6,6021B,Computer Integrated Manufacturing,Theory,lessons/lessons-6021B.html
Tool & Die Engineering,Semester 6,6022B,Operation Research,Theory,lessons/lessons-6022B.html
Tool & Die Engineering,Semester 6,6022C,Renewable Energy Technologies,Theory,lessons/lessons-6022C.html
Tool & Die Engineering,Semester 6,6022D,Product Design,Theory,lessons/lessons-6022D.html
Tool & Die Engineering,Semester 6,6111,CAD / CAM,Drawing,lessons/lessons-6111.html
Tool & Die Engineering,Semester,IP301,Inplant Training after sixth semester for one year 12 months after 6th semester exam,Theory,lessons/lessons-IP301.html
Wood and Paper Technology,Semester 2,2121,Botany and anatomical structures,Theory,lessons/lessons-2121.html
Wood and Paper Technology,Semester 3,3121,Pulp Technology,Theory,lessons/lessons-3121.html
Wood and Paper Technology,Semester 3,3122,Wood Chemistry,Theory,lessons/lessons-3122.html
Wood and Paper Technology,Semester 3,3123,Wood Processing,Theory,lessons/lessons-3123.html
Wood and Paper Technology,Semester 3,3124,Mechanical & Electrical Engineering,Theory,lessons/lessons-3124.html
Wood and Paper Technology,Semester 4,4121,Wood Products I,Theory,lessons/lessons-4121.html
Wood and Paper Technology,Semester 4,4122,Paper Technology,Theory,lessons/lessons-4122.html
Wood and Paper Technology,Semester 4,4123,Chemical Engineering,Theory,lessons/lessons-4123.html
Wood and Paper Technology,Semester 4,4124,Strength of Materials,Theory,lessons/lessons-4124.html
Wood and Paper Technology,Semester 5,5121,Adhesive Technology,Theory,lessons/lessons-5121.html
Wood and Paper Technology,Semester 5,5122,Wood Products II,Theory,lessons/lessons-5122.html
Wood and Paper Technology,Semester 5,5123A,Statistical Quality Assurance,Theory,lessons/lessons-5123A.html
Wood and Paper Technology,Semester 5,5123B,Quantity Surveying,Theory,lessons/lessons-5123B.html
Wood and Paper Technology,Semester 5,5123C,Process Control & Instrumentation (WP),Theory,lessons/lessons-5123C.html
Wood and Paper Technology,Semester 6,6022C,Renewable Energy Technologies,Theory,lessons/lessons-6022C.html
Wood and Paper Technology,Semester 6,6121A,Interior Design & Furniture Technology,Theory,lessons/lessons-6121A.html
Wood and Paper Technology,Semester 6,6121B,Paper board & speciality paper,Theory,lessons/lessons-6121B.html
Wood and Paper Technology,Semester 6,6121C,Timber structures,Theory,lessons/lessons-6121C.html
Wood and Paper Technology,Semester 6,6122B,Coated and Speciality Papers,Theory,lessons/lessons-6122B.html
Wood and Paper Technology,Semester 6,6122C,Secondary Fibre Processing,Theory,lessons/lessons-6122C.html
